,total_airflow,t1_valve_pct,t1_n2o,t1_nh4,t1_no3,t1_do,t1_do_sp,t1_airflow,t1_ss,t1_temp,t1_po4,inflow,t1_phase,phasecode,inlet_tank,outlet_tank,storm_mode,total_airflow_q,t1_valve_pct_q,t1_n2o_q,t1_nh4_q,t1_no3_q,t1_do_q,t1_do_sp_q,t1_phase_q,t1_airflow_q,t1_ss_q,t1_temp_q,phasecode_q,inlet_tank_q,outlet_tank_q,t1_po4_q,inflow_q,storm_mode_q,segment_id
2023-06-29 13:50:00+00:00,25626.31796875,51.66000137329102,0.1417824063450097,0.3092055582441388,1.6767846822738648,1.1942997626960277,,4544.988600446942,2.694938373565674,20.37109413146973,0.2810385882854461,2195.486083984375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:00:00+00:00,17923.899609375,52.92000122070313,0.1879629630595444,0.1662643604911862,1.939410591125488,0.7339409582316876,,3241.5681237053927,2.707116651535034,20.375253677368164,0.202126321196556,2180.902783203125,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:10:00+00:00,16487.1662109375,87.4999984741211,0.2034722257405518,0.1268535622395574,2.1546273231506348,1.6691262178122996,,4818.775662672031,2.6685540199279787,20.380859756469725,0.1659616887569427,2208.333349609375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:20:00+00:00,7213.12236328125,92.87999877929688,0.2148148167878388,0.1045051612891256,2.5068729162216186,1.523003464192152,,2601.1157976746363,2.657855415344238,20.387549972534178,0.147737893462181,2196.527783203125,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:30:00+00:00,7771.4666015625,6.05999984741211,0.1880787063390015,0.1045051612891256,2.7007441759109496,0.6069155149161816,,215.1939623273227,2.526948595046997,20.398401260375977,0.1217960566282271,2167.708349609375,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:40:00+00:00,16074.4333984375,0.0,0.1170138902962206,0.1045051612891256,2.2832887887954714,0.1913339160382747,,0.0,2.0946571588516236,20.387912368774415,0.1237741380929946,2213.8888671875,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,3
2023-06-29 14:50:00+00:00,20351.3328125,0.0,0.0238425933755933,0.248390155378729,1.8232309341430664,0.1875723384320736,,0.0,1.9024279594421387,20.36548767089844,0.1270149707794189,2222.56943359375,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:00:00+00:00,23251.66640625,66.72000236511231,0.0208333341171964,0.6086903595365583,1.1217834234237671,0.3852719835937023,,4114.705771679828,1.687221932411194,20.360062408447263,0.2233594834804534,2237.847265625,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:10:00+00:00,27516.68203125,83.56000213623047,0.0281250008149071,0.6397025727666914,0.6951597392559051,0.7528935246169567,,5159.582879659585,2.345542478561401,20.380135726928707,0.643743371963501,2237.847216796875,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:20:00+00:00,30756.42265625,92.9000015258789,0.0399305563420055,0.648050954286009,0.9469501614570618,1.084924750775099,,5871.55549246852,2.501583433151245,20.367477035522462,0.791676664352417,2257.986083984375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:30:00+00:00,26648.41484375,92.9000015258789,0.0734953712671994,0.6977165603078901,1.0355005741119383,1.142144101113081,,5250.159527780039,2.458318710327148,20.3779655456543,0.4319920659065246,2172.9166015625,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:40:00+00:00,22342.47734375,92.60000152587892,0.107291669026017,0.6090011619962751,1.4020713210105895,1.0906394653022289,,5598.387287740428,2.507004976272583,20.368742752075196,0.3904630959033966,2198.611083984375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 15:50:00+00:00,18844.083203125,87.83999786376953,0.1670138899236916,0.6884053491987288,1.5363741397857666,0.8912037067115307,,3950.886888876093,2.485185718536377,20.37109413146973,0.2759218454360962,2180.902734375,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 16:00:00+00:00,21894.67578125,97.5999984741211,0.2090277779847382,0.6587461494840681,1.8223731756210328,0.7340133361518383,,4919.251481086069,2.5550405979156494,20.35970077514649,0.2600296556949615,2204.513916015625,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 16:10:00+00:00,23285.069140625,97.5999984741211,0.2555555570870637,0.779801168385893,1.9737465381622312,1.0177228026092051,,5276.230172225552,2.504518985748291,20.35680732727051,0.256960380077362,2188.888916015625,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 16:20:00+00:00,18103.033203125,96.77999877929688,0.2765046346932648,0.5883787536062299,2.1289732456207275,1.1740451388061046,,5132.435511668149,2.5128002643585203,20.371094131469725,0.2651748776435852,2188.19453125,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
2023-06-29 16:30:00+00:00,17571.4001953125,33.36000061035156,0.3182870406657456,0.4093923592008649,2.4987730264663695,1.3445457451045513,,2454.6061749501323,2.4622419357299803,20.37832717895508,0.2475272893905639,2143.055517578125,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,3
